white_rank,white_username,white_elo,result,black_rank,black_username,black_elo,filename,date,day,month,year,white_result,black_result,type
GM,MagnusCarlsen,3313,1 - 0,GM,Fandorine,2924,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Hikaru,3276,0 - 1,GM,OparinGrigoriy,3086,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Oleksandr_Bortnyk,3111,1 - 0,GM,Vaathi_Coming,2934,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,SpeedofLight0,3111,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,penguingm1,2982,1 - 0,IM,chenxiaoyuer,2907,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,artin10862,2960,1 - 0,GM,DenLaz,3104,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,jefferyx,3067,1 - 0,IM,PiliposyanRobertChess,2848,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Gabrielian_Artur,2817,0 - 1,GM,Jospem,3102,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,wonderfultime,3083,1 - 0,FM,Mikasinski,2657,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,rezamahdavi2008,3006,0 - 1,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,dropstoneDP,3019,1 - 0,IM,NailBashirli,2744,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Alexander_Khlebovich,2851,1 - 0,IM,Kacparov,2986,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,MatyChess1,2718,0 - 1,GM,Shankland,2903,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,WindWhistler11,2528,0 - 1,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,Bauman_Guy,2907,1 - 0,GM,maximnovik,2615,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,carokannlover213,2850,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,LikeWater,2785,1 - 0,GM,ChristopherYoo,3007,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Annawel,2989,1 - 0,FM,hakanazeri2,2728,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,jcibarra,2970,1 - 0,FM,Bryanl106,2736,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Seochesspie,2844,1 - 0,IM,JakubPulpan,2712,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Rital44,2716,1 - 0,GM,sergiochess83,2974,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Jospem,3102,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,wonderfultime,3083,0 - 1,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,OparinGrigoriy,3086,1 - 0,GM,penguingm1,2982,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,artin10862,2960,½ - ½,GM,jefferyx,3067,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,DanielNaroditsky,3049,0 - 1,GM,dropstoneDP,3019,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Aradhya2000,2787,0 - 1,GM,Shankland,2903,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Kirill_Klukin,2914,1 - 0,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Alexander_Khlebovich,2851,½ - ½,FM,Bauman_Guy,2907,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,Hikaru,3276,1 - 0,GM,WoodlandMagic,2887,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,nihalsarin,3211,0 - 1,IM,kingofthenil,2909,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,alexrustemov,2899,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Legendinunknown,2814,0 - 1,GM,SpeedofLight0,3111,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,DenLaz,3104,1 - 0,FM,BardArtem,2826,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Vaathi_Coming,2934,0 - 1,GM,Peng_Li-Min,2819,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,temus_galaktionov,2853,½ - ½,GM,Annawel,2989,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,jcibarra,2970,1 - 0,IM,mind1mover,2810,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,GothamChess,2835,½ - ½,IM,Seochesspie,2844,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
IM,chenxiaoyuer,2907,½ - ½,GM,Vladimir_2020,2757,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,vladislavkovalev,2875,0 - 1,NM,Abund,2734,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,The_Machine04,2778,0 - 1,IM,Ajedrez_de_Locos,2890,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,K_A_S_T_O_R,2838,0 - 1,IM,LikeWater,2785,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,TigrVShlyape,2866,1 - 0,IM,Rital44,2716,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,GMKrikor,2857,1 - 0,FM,scandalgod,2672,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,MagnusCarlsen,3313,1 - 0,GM,OparinGrigoriy,3086,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Oleksandr_Bortnyk,3111,1 - 0,GM,jefferyx,3067,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,dropstoneDP,3019,½ - ½,FM,artin10862,2960,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,Shankland,2903,½ - ½,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,GMKrikor,2857,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,FairChess_on_YouTube,3064,0 - 1,FM,Bauman_Guy,2907,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,SpeedofLight0,3111,1 - 0,IM,aa175,2942,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,penguingm1,2982,1 - 0,IM,kingofthenil,2909,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Peng_Li-Min,2819,½ - ½,GM,Jospem,3102,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
NM,Abund,2734,0 - 1,GM,wonderfultime,3083,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,DanielNaroditsky,3049,½ - ½,IM,Alexander_Khlebovich,2851,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
IM,LikeWater,2785,0 - 1,GM,jcibarra,2970,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Ajedrez_de_Locos,2890,0 - 1,GM,Gabrielian_Artur,2817,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,Mikasinski,2657,0 - 1,GM,TigrVShlyape,2866,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Rud_Makarian,3013,1 - 0,GM,AlexeiShirov,2822,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Annawel,2989,1 - 0,FM,Dolphin_2010,2808,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Seochesspie,2844,0 - 1,FM,Witik,2828,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,chenxiaoyuer,2907,0 - 1,IM,GothamChess,2835,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,NailBashirli,2744,1 - 0,IM,Aradhya2000,2787,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Zurability,2706,1 - 0,IM,PiliposyanRobertChess,2848,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Zhigalko_Sergei,2912,1 - 0,IM,DamianoLew95,2757,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,Gangsterrito,2683,0 - 1,GM,Byniolus,2842,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,temus_galaktionov,2853,½ - ½,IM,MatyChess1,2718,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,Oleksandr_Bortnyk,3111,1 - 0,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,artin10862,2960,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,jcibarra,2970,0 - 1,GM,SpeedofLight0,3111,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Kirill_Klukin,2914,0 - 1,GM,penguingm1,2982,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,wonderfultime,3083,½ - ½,GM,TigrVShlyape,2866,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
FM,Bauman_Guy,2907,½ - ½,GM,OparinGrigoriy,3086,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,Gabrielian_Artur,2817,0 - 1,GM,Shankland,2903,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Peng_Li-Min,2819,0 - 1,IM,Rud_Makarian,3013,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,jefferyx,3067,1 - 0,GM,Byniolus,2842,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Jospem,3102,1 - 0,IM,Alexander_Khlebovich,2851,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Lennis93,2744,0 - 1,GM,Annawel,2989,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,GothamChess,2835,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Zhigalko_Sergei,2912,1 - 0,IM,Zurability,2706,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,nihalsarin,3211,1 - 0,IM,NailBashirli,2744,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,FairChess_on_YouTube,3064,1 - 0,IM,mind1mover,2810,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,DenLaz,3104,1 - 0,FM,PyrihRoman,2752,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Fandorine,2924,1 - 0,FM,RandomNoob04,2712,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,ChristopherYoo,3007,0 - 1,NM,Abund,2734,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,vladislavkovalev,2875,0 - 1,IM,LikeWater,2785,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,evgchess5,2903,1 - 0,CM,Keithonsky,2640,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,JakubPulpan,2712,1 - 0,IM,Ajedrez_de_Locos,2890,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Rital44,2716,0 - 1,GM,GMKrikor,2857,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Hikaru,3276,1 - 0,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,penguingm1,2982,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Shankland,2903,0 - 1,GM,SpeedofLight0,3111,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Rud_Makarian,3013,0 - 1,GM,dropstoneDP,3019,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Annawel,2989,½ - ½,GM,jefferyx,3067,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,DanielNaroditsky,3049,0 - 1,GM,Jospem,3102,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,Bauman_Guy,2907,0 - 1,GM,wonderfultime,3083,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,OparinGrigoriy,3086,1 - 0,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,TigrVShlyape,2866,0 - 1,GM,nihalsarin,3211,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,kingofthenil,2909,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,alexrustemov,2899,0 - 1,GM,DenLaz,3104,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Legendinunknown,2814,½ - ½,GM,Fandorine,2924,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
FM,BardArtem,2826,0 - 1,FM,artin10862,2960,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,temus_galaktionov,2853,0 - 1,GM,jcibarra,2970,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Kirill_Klukin,2914,0 - 1,FM,Witik,2828,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Gabrielian_Artur,2817,1 - 0,GM,evgchess5,2903,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,JakubPulpan,2712,0 - 1,FM,GoltsevDmitry2000,2802,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,LikeWater,2785,0 - 1,GM,howitzer14,3014,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,AlexeiShirov,2822,1 - 0,IM,Seochesspie,2844,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,remi04,2836,1 - 0,IM,GothamChess,2835,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Szparu,2863,1 - 0,FM,Dolphin_2010,2808,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,NailBashirli,2744,½ - ½,GM,dretch,2871,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
IM,Zurability,2706,0 - 1,GM,Peng_Li-Min,2819,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,MagnusCarlsen,3313,½ - ½,GM,Hikaru,3276,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,dropstoneDP,3019,½ - ½,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,SpeedofLight0,3111,0 - 1,GM,Jospem,3102,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,wonderfultime,3083,½ - ½,GM,OparinGrigoriy,3086,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,nihalsarin,3211,0 - 1,FM,artin10862,2960,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,jcibarra,2970,1 - 0,GM,penguingm1,2982,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,FairChess_on_YouTube,3064,1 - 0,GM,GMKrikor,2857,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,jefferyx,3067,0 - 1,FM,GoltsevDmitry2000,2802,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
NM,Abund,2734,½ - ½,GM,DenLaz,3104,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
FM,Witik,2828,0 - 1,GM,Annawel,2989,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Shankland,2903,0 - 1,IM,Rud_Makarian,3013,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,howitzer14,3014,0 - 1,GM,Gabrielian_Artur,2817,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Zhigalko_Sergei,2912,1 - 0,GM,Fandorine,2924,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Peng_Li-Min,2819,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,TigrVShlyape,2866,1 - 0,IM,Legendinunknown,2814,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Alexander_Khlebovich,2851,1 - 0,IM,remi04,2836,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Lennis93,2744,0 - 1,FM,Bauman_Guy,2907,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,DeTimmerman,2746,0 - 1,IM,Szparu,2863,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Vaathi_Coming,2934,0 - 1,GM,AlexeiShirov,2822,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,ChristopherYoo,3007,1 - 0,IM,NailBashirli,2744,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,Rital44,2716,0 - 1,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,evgchess5,2903,1 - 0,FM,Bryanl106,2736,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,Mikasinski,2657,0 - 1,IM,Ajedrez_de_Locos,2890,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,MatyChess1,2718,0 - 1,GM,K_A_S_T_O_R,2838,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,dropstoneDP,3019,½ - ½,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,Jospem,3102,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,Oleksandr_Bortnyk,3111,1 - 0,GM,SpeedofLight0,3111,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,artin10862,2960,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,OparinGrigoriy,3086,1 - 0,GM,jcibarra,2970,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Annawel,2989,1 - 0,GM,Gabrielian_Artur,2817,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,GoltsevDmitry2000,2802,1 - 0,IM,Rud_Makarian,3013,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,DenLaz,3104,1 - 0,IM,Szparu,2863,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,DanielNaroditsky,3049,½ - ½,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,AlexeiShirov,2822,0 - 1,GM,TigrVShlyape,2866,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,Bauman_Guy,2907,0 - 1,NM,Abund,2734,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,nihalsarin,3211,1 - 0,IM,Alexander_Khlebovich,2851,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,ChristopherYoo,3007,1 - 0,FM,BardArtem,2826,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
FM,Witik,2828,0 - 1,GM,Shankland,2903,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
IM,Kirill_Klukin,2914,½ - ½,FM,PyrihRoman,2752,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,½,½,late
GM,GMKrikor,2857,1 - 0,FM,RandomNoob04,2712,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,LikeWater,2785,0 - 1,GM,evgchess5,2903,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,K_A_S_T_O_R,2838,0 - 1,IM,JakubPulpan,2712,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
GM,dretch,2871,1 - 0,NM,Itay121,2529,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
GM,Fandorine,2924,1 - 0,IM,GothamChess,2835,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,1,0,late
IM,remi04,2836,0 - 1,IM,DeTimmerman,2746,late-titled-tuesday-blitz-september-10-2024-5072893_pairings,september-10-2024,10,september,2024,0,1,late
FM,Patricius007,2566,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,MagnusCarlsen,3313,1 - 0,NM,WanderingPuppet,2554,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,chessllermo,2520,0 - 1,GM,Duhless,3105,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,Squirlolz,2512,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,ChristopherYoo,3007,1 - 0,FM,newyorkmouse,2640,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,KevinGeorgeMicheal,2555,0 - 1,GM,Annawel,2989,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
FM,ahkashefi2800,2625,0 - 1,IM,MyDream003,2943,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Hikaru,3276,1 - 0,CM,ArmanGhevondyanchess,2597,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,Mackster23,2652,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Oleksandr_Bortnyk,3111,½ - ½,IM,Meri-Arabidze,2686,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,Jospem,3102,1 - 0,FM,only_strong_moves,2756,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
